Vendor_Customer_Name,GSTIN,Invoice_No,Invoice_Date,Ledger_Type,Invoice_Value,Taxable_Value,CGST_Amount,SGST_Amount,IGST_Amount,Total_Tax,Payment_Status,Payment_Date,TDS_Deducted,Account_Code,Remarks,Upload_Timestamp
Sura-Sundaram,19ULHZQH9Q3V1ZQ,INV-00493,2025-02-16,Receivable,583741.75,456048.24,63846.75,63846.75,0.0,127693.51,Paid,2025-03-04,5837.42,ACC-3247,Approved,2025-11-01 19:53:42
Chaudhry Inc,09U0K5QZZKW31ZN,INV-00494,2025-01-06,Receivable,125431.39,97993.27,13719.06,13719.06,0.0,27438.12,Partial,2025-01-18,0.0,ACC-3723,Verified,2025-11-01 19:53:42
Mitter PLC,096GUO8I5JWK1ZW,INV-00495,2025-09-07,Payable,407658.27,363980.6,21838.83,21838.83,0.0,43677.67,Partial,2025-09-15,0.0,ACC-4028,Verified,2025-11-01 19:53:42
Manda-Sarkar,099T9CD1LQJS2ZA,INV-00496,2024-10-08,Payable,413497.15,323044.65,45226.25,45226.25,0.0,90452.5,Partial,2024-11-02,0.0,ACC-3345,,2025-11-01 19:53:42
"Chaudry, Palla and Sengupta",0704OAE7L0RC4ZV,INV-00497,2025-01-03,Receivable,460358.34,359654.95,0.0,0.0,100703.39,100703.39,Paid,2025-01-17,4603.58,ACC-9782,Pending review,2025-11-01 19:53:42
Mangat Ltd,0934GADKTOC14ZI,INV-00498,2024-11-18,Receivable,253033.11,225922.42,0.0,0.0,27110.69,27110.69,Partial,2024-11-29,2530.33,ACC-6263,Approved,2025-11-01 19:53:42
Pillai Inc,24BYHZ43XZ6O2ZO,INV-00499,2024-09-27,Payable,318276.65,303120.62,7578.02,7578.02,0.0,15156.03,Paid,2024-10-16,3182.77,ACC-3790,Approved,2025-11-01 19:53:42
"Rattan, Oza and Baral",297NIDP9MGYH1ZZ,INV-00500,2025-08-07,Payable,103334.12,92262.61,0.0,0.0,11071.51,11071.51,Partial,2025-09-04,0.0,ACC-7653,Verified,2025-11-01 19:53:42
Kapoor-Mandal,09S3LWW7OPID2ZF,INV-00501,2024-09-08,Receivable,244317.05,207048.35,0.0,0.0,37268.7,37268.7,Unpaid,2024-09-20,2443.17,ACC-8350,Verified,2025-11-01 19:53:42
Bhavsar-Sahni,09HHXKWB5O1R1ZW,INV-00502,2025-06-02,Payable,445443.36,397717.29,23863.03,23863.03,0.0,47726.07,Unpaid,2025-07-02,0.0,ACC-1772,Approved,2025-11-01 19:53:42
Nadkarni and Sons,27V9ZY9YLW5L4ZP,INV-00503,2024-10-05,Receivable,222978.0,174201.56,24388.22,24388.22,0.0,48776.44,Partial,2024-10-08,0.0,ACC-8440,Approved,2025-11-01 19:53:42
Karpe LLC,19XIV9IW6L014ZC,INV-00504,2024-10-01,Receivable,99074.8,77402.19,10836.31,10836.31,0.0,21672.61,Unpaid,2024-10-09,990.75,ACC-4519,Approved,2025-11-01 19:53:42
Palla Group,29FHB7V80LKX1ZQ,INV-00505,2025-04-01,Payable,386500.44,327542.75,0.0,0.0,58957.69,58957.69,Unpaid,2025-04-16,3865.0,ACC-5846,Verified,2025-11-01 19:53:42
Garde-Venkatesh,294LIT6XIYZV2ZQ,INV-00506,2025-02-12,Receivable,104934.14,99937.28,0.0,0.0,4996.86,4996.86,Paid,2025-02-24,1049.34,ACC-8527,Pending review,2025-11-01 19:53:42
Goyal Group,09CGWFHDV37I1ZN,INV-00507,2025-09-07,Receivable,267530.35,238866.38,0.0,0.0,28663.97,28663.97,Unpaid,2025-10-05,2675.3,ACC-4328,Verified,2025-11-01 19:53:42
Ray LLC,29PVKU8H5R8M2ZF,INV-00508,2025-04-30,Receivable,289631.07,226274.27,0.0,0.0,63356.8,63356.8,Paid,2025-05-16,2896.31,ACC-1496,Pending review,2025-11-01 19:53:42
"Mani, Nagar and Dada",09AN417VF0JQ2ZJ,INV-00509,2025-03-12,Payable,365375.53,285449.63,0.0,0.0,79925.9,79925.9,Paid,2025-03-29,0.0,ACC-2362,Verified,2025-11-01 19:53:42
"Warrior, Menon and Padmanabhan",07EQFGAS0R774ZL,INV-00510,2025-03-16,Payable,262374.05,249880.05,6247.0,6247.0,0.0,12494.0,Paid,2025-04-12,2623.74,ACC-3985,,2025-11-01 19:53:42
Bassi LLC,279E7F1811MZ4ZW,INV-00511,2025-03-08,Payable,449616.83,351263.15,49176.84,49176.84,0.0,98353.68,Partial,2025-03-24,4496.17,ACC-3868,Verified,2025-11-01 19:53:42
Raman Ltd,24IR7NZBXFV71ZI,INV-00512,2025-01-05,Receivable,341659.55,305053.17,0.0,0.0,36606.38,36606.38,Paid,2025-01-21,3416.6,ACC-4216,Verified,2025-11-01 19:53:42
Viswanathan-Ranganathan,271X7OV6SGP32ZW,INV-00513,2025-02-02,Receivable,326805.68,255316.94,35744.37,35744.37,0.0,71488.74,Partial,2025-02-16,0.0,ACC-2025,Approved,2025-11-01 19:53:42
Kant Inc,24O50DW1MF072ZW,INV-00514,2025-02-05,Payable,14723.46,13145.95,788.75,788.75,0.0,1577.51,Paid,2025-02-20,147.23,ACC-7694,Approved,2025-11-01 19:53:42
Kale-Lad,27D1PPKPGGER4ZD,INV-00515,2025-04-19,Payable,322420.17,287875.15,0.0,0.0,34545.02,34545.02,Unpaid,2025-05-13,0.0,ACC-9386,Verified,2025-11-01 19:53:42
Palan-Shetty,29CG1J6OWW5F2ZC,INV-00516,2025-03-13,Payable,74648.67,71093.97,1777.35,1777.35,0.0,3554.7,Partial,2025-04-01,746.49,ACC-6836,,2025-11-01 19:53:42
Vohra Ltd,27VRYDC1AU9D4ZZ,INV-00517,2024-09-04,Receivable,229009.96,194076.24,17466.86,17466.86,0.0,34933.72,Paid,2024-09-14,0.0,ACC-7250,,2025-11-01 19:53:42
"Saran, Mahajan and Trivedi",091VMYMLINOV2ZK,INV-00518,2024-10-22,Payable,14734.69,11511.48,0.0,0.0,3223.21,3223.21,Partial,2024-11-07,0.0,ACC-7207,Pending review,2025-11-01 19:53:42
Baria LLC,27V5KZ3NWXRO1ZA,INV-00519,2025-07-24,Receivable,565453.76,479198.1,0.0,0.0,86255.66,86255.66,Partial,2025-08-23,0.0,ACC-6085,Pending review,2025-11-01 19:53:42
Brahmbhatt Group,24MB3LPVOWCP2ZV,INV-00520,2025-08-25,Payable,580543.17,453549.35,63496.91,63496.91,0.0,126993.82,Unpaid,2025-08-30,5805.43,ACC-5209,,2025-11-01 19:53:42
Sawhney-Bhattacharyya,19HFSU4SE2KY4ZO,INV-00521,2024-11-26,Receivable,471702.21,449240.2,11231.0,11231.0,0.0,22462.01,Unpaid,2024-12-25,0.0,ACC-1475,Verified,2025-11-01 19:53:42
Prabhakar-Badami,24TIG7ZD9B7L2ZY,INV-00522,2025-01-22,Payable,139221.43,117984.26,10618.58,10618.58,0.0,21237.17,Paid,2025-02-09,1392.21,ACC-6575,,2025-11-01 19:53:42
"Singhal, Morar and Kant",24EET0DY571V4ZK,INV-00523,2025-03-13,Payable,583656.82,455981.89,63837.46,63837.46,0.0,127674.93,Partial,2025-03-14,5836.57,ACC-4833,Approved,2025-11-01 19:53:42
Tara LLC,29IEDD070EN42ZS,INV-00524,2025-09-13,Payable,11363.58,10822.46,0.0,0.0,541.12,541.12,Paid,2025-10-06,0.0,ACC-7710,Approved,2025-11-01 19:53:42
Badami LLC,099LNY2SVHOT2ZK,INV-00525,2024-11-14,Receivable,483696.75,409912.5,0.0,0.0,73784.25,73784.25,Paid,2024-12-05,0.0,ACC-5537,Approved,2025-11-01 19:53:42
"Dayal, Sinha and Purohit",09YFK043BLSY2ZW,INV-00526,2025-06-21,Receivable,273681.58,244358.55,14661.51,14661.51,0.0,29323.03,Partial,2025-07-03,0.0,ACC-7077,,2025-11-01 19:53:42
Puri-Narayan,07ZN9L3H03ZB1ZP,INV-00527,2025-09-08,Receivable,226224.15,201985.85,0.0,0.0,24238.3,24238.3,Partial,2025-10-01,2262.24,ACC-9518,Pending review,2025-11-01 19:53:42
Bumb-Kanda,19OPRMOC0K7Z4ZM,INV-00528,2024-10-20,Payable,77848.4,74141.33,1853.54,1853.54,0.0,3707.07,Partial,2024-10-22,0.0,ACC-2170,,2025-11-01 19:53:42
"Kothari, Garg and Chawla",09XUPR6H2HXN4ZD,INV-00529,2025-08-14,Receivable,442281.99,394894.63,23693.68,23693.68,0.0,47387.36,Partial,2025-09-01,4422.82,ACC-2212,Pending review,2025-11-01 19:53:42
Sheth and Sons,09YGCMR8ESMP1ZU,INV-00530,2025-09-05,Receivable,218354.91,207957.06,0.0,0.0,10397.85,10397.85,Partial,2025-09-23,0.0,ACC-8403,Verified,2025-11-01 19:53:42
Palla-Reddy,29OKVG019YDQ4ZM,INV-00531,2025-01-19,Receivable,409399.58,319843.42,44778.08,44778.08,0.0,89556.16,Paid,2025-02-18,0.0,ACC-9669,Approved,2025-11-01 19:53:42
Rao PLC,27ECRYSAUUJ04ZF,INV-00532,2025-03-16,Receivable,316484.89,247253.82,34615.54,34615.54,0.0,69231.07,Unpaid,2025-04-11,0.0,ACC-5356,Pending review,2025-11-01 19:53:42
Patla LLC,19ELZ5TOZO324ZP,INV-00533,2024-10-03,Receivable,277474.63,264261.55,0.0,0.0,13213.08,13213.08,Unpaid,2024-10-28,2774.75,ACC-9570,,2025-11-01 19:53:42
Bhalla-Dada,246GVGT2EEHF4ZI,INV-00534,2025-09-21,Payable,28510.22,27152.59,678.82,678.82,0.0,1357.63,Paid,2025-09-27,285.1,ACC-1486,Pending review,2025-11-01 19:53:42
Bandi-Zacharia,078G9XIB86KT1ZS,INV-00535,2025-05-10,Receivable,413707.68,350599.73,0.0,0.0,63107.95,63107.95,Unpaid,2025-06-07,4137.08,ACC-2342,Pending review,2025-11-01 19:53:42
"Anand, Ramachandran and Kota",24D3IGK38VHM1ZX,INV-00536,2025-07-16,Receivable,255809.08,216787.36,19510.86,19510.86,0.0,39021.72,Partial,2025-07-19,0.0,ACC-6514,Verified,2025-11-01 19:53:42
Kaur and Sons,09XFQ8Y7FHWJ4ZW,INV-00537,2025-07-28,Payable,123177.18,104387.44,0.0,0.0,18789.74,18789.74,Partial,2025-08-23,1231.77,ACC-3734,Verified,2025-11-01 19:53:42
Parmer PLC,093L2N8IJTYO2ZU,INV-00538,2024-10-16,Receivable,221582.23,187781.55,16900.34,16900.34,0.0,33800.68,Unpaid,2024-11-04,0.0,ACC-6171,Pending review,2025-11-01 19:53:42
Shah Inc,295IAN8ND7G02ZS,INV-00539,2025-05-09,Receivable,67041.55,56814.87,5113.34,5113.34,0.0,10226.68,Unpaid,2025-05-28,0.0,ACC-7122,Verified,2025-11-01 19:53:42
Nath and Sons,19JDBL1G3Y2T2ZP,INV-00540,2025-07-01,Receivable,76135.9,72510.38,0.0,0.0,3625.52,3625.52,Partial,2025-07-18,761.36,ACC-1338,,2025-11-01 19:53:42
Mitra Inc,24EN0B09ZIVZ1ZO,INV-00541,2025-03-01,Payable,473474.72,401249.76,36112.48,36112.48,0.0,72224.96,Partial,2025-03-12,0.0,ACC-7464,Verified,2025-11-01 19:53:42
"Banik, Bahl and Nagarajan",09SZ7IWDL14W1ZX,INV-00542,2025-01-01,Payable,529742.98,472984.8,0.0,0.0,56758.18,56758.18,Paid,2025-01-20,0.0,ACC-2307,Verified,2025-11-01 19:53:42
Palla and Sons,270TR58PS0RS4ZR,INV-00543,2025-08-24,Payable,74653.82,71098.88,0.0,0.0,3554.94,3554.94,Partial,2025-08-29,746.54,ACC-8771,Approved,2025-11-01 19:53:42
Sridhar-Morar,24APTM9X798Y1ZT,INV-00544,2025-04-18,Payable,540598.49,482677.22,0.0,0.0,57921.27,57921.27,Partial,2025-05-16,0.0,ACC-2986,Pending review,2025-11-01 19:53:42
"Sood, Das and Sahni",27NEMBRG8MY31ZJ,INV-00545,2025-02-01,Receivable,291142.69,246731.09,0.0,0.0,44411.6,44411.6,Paid,2025-02-20,0.0,ACC-9701,Approved,2025-11-01 19:53:42
Reddy Group,270UHK7X3BQW2ZB,INV-00546,2025-03-02,Payable,16494.9,12886.64,1804.13,1804.13,0.0,3608.26,Partial,2025-03-25,0.0,ACC-5643,Approved,2025-11-01 19:53:42
Goel-Nadkarni,07MA6GMDRDSF1ZP,INV-00547,2024-09-04,Payable,101785.5,86258.9,0.0,0.0,15526.6,15526.6,Paid,2024-09-14,0.0,ACC-8553,Pending review,2025-11-01 19:53:42
"Gokhale, Sarkar and Prabhu",09OKPG3DP4FM2ZA,INV-00548,2025-03-03,Receivable,496106.65,442952.37,0.0,0.0,53154.28,53154.28,Paid,2025-04-01,0.0,ACC-9698,,2025-11-01 19:53:42
Misra-Bora,29KEPLBX889E2ZR,INV-00549,2025-05-12,Payable,450141.26,401911.84,24114.71,24114.71,0.0,48229.42,Unpaid,2025-06-06,0.0,ACC-8206,Verified,2025-11-01 19:53:42
Chauhan-Keer,09S74NDDAFS11ZB,INV-00550,2025-08-14,Payable,533272.99,416619.52,0.0,0.0,116653.47,116653.47,Partial,2025-08-26,5332.73,ACC-7569,Pending review,2025-11-01 19:53:42
Sathe-Gole,09RKCPW0GKEJ4ZH,INV-00551,2025-08-08,Payable,461550.44,412098.61,24725.92,24725.92,0.0,49451.83,Unpaid,2025-08-16,4615.5,ACC-1988,Verified,2025-11-01 19:53:42
Radhakrishnan-Gopal,242D0VG4WFEO2ZG,INV-00552,2024-11-14,Receivable,245155.08,218888.46,0.0,0.0,26266.62,26266.62,Partial,2024-11-25,2451.55,ACC-8048,Verified,2025-11-01 19:53:42
"Kara, Patla and Talwar",27NSZ9HPCPBD2ZI,INV-00553,2025-02-27,Receivable,401718.17,358676.94,21520.62,21520.62,0.0,43041.23,Partial,2025-03-09,0.0,ACC-5035,Verified,2025-11-01 19:53:42
Parsa PLC,27GAXLKKVPJR2ZJ,INV-00554,2024-10-28,Receivable,60348.48,57474.74,0.0,0.0,2873.74,2873.74,Unpaid,2024-11-24,0.0,ACC-8984,Pending review,2025-11-01 19:53:42
Jha-Khosla,07M30VVIJVDD4ZX,INV-00555,2025-07-06,Receivable,77250.47,68973.63,0.0,0.0,8276.84,8276.84,Unpaid,2025-08-01,772.5,ACC-2659,,2025-11-01 19:53:42
"Issac, Madan and Randhawa",24QD7WKR1TFE2ZR,INV-00556,2025-08-31,Receivable,157810.25,133737.5,12036.38,12036.38,0.0,24072.75,Paid,2025-09-13,1578.1,ACC-1697,Pending review,2025-11-01 19:53:42
Din and Sons,09WEPRS82GJ82ZB,INV-00557,2025-06-17,Payable,44563.41,39788.76,2387.32,2387.32,0.0,4774.65,Unpaid,2025-07-03,0.0,ACC-1461,Pending review,2025-11-01 19:53:42
Karpe and Sons,09Y58F1N2OJG1ZS,INV-00558,2024-12-21,Receivable,315142.01,300135.25,7503.38,7503.38,0.0,15006.76,Partial,2025-01-03,0.0,ACC-6621,Pending review,2025-11-01 19:53:42
"Dhaliwal, Jayaraman and Sanghvi",19ZSKHZTGBIB1ZI,INV-00559,2024-11-08,Receivable,149638.73,142513.08,0.0,0.0,7125.65,7125.65,Paid,2024-11-25,0.0,ACC-5176,Approved,2025-11-01 19:53:42
Barad-Radhakrishnan,29TAMVNCZTZO4ZJ,INV-00560,2025-02-14,Payable,517416.93,492778.03,12319.45,12319.45,0.0,24638.9,Partial,2025-03-08,0.0,ACC-1572,Verified,2025-11-01 19:53:42
"Iyer, Varghese and Gill",290KJAX57U0Y4ZI,INV-00561,2025-07-18,Receivable,359306.89,320809.72,19248.58,19248.58,0.0,38497.17,Unpaid,2025-08-08,3593.07,ACC-6484,Approved,2025-11-01 19:53:42
Jha and Sons,29LHW4OQ0PFR2ZF,INV-00562,2025-04-24,Receivable,112743.38,100663.73,0.0,0.0,12079.65,12079.65,Unpaid,2025-04-26,1127.43,ACC-3038,Verified,2025-11-01 19:53:42
Chaudhuri Inc,19R0XAFGOVCC1ZO,INV-00563,2025-07-28,Payable,509763.32,485488.88,0.0,0.0,24274.44,24274.44,Partial,2025-08-15,5097.63,ACC-3217,,2025-11-01 19:53:42
Joshi and Sons,241ADNDA37E12ZE,INV-00564,2025-07-19,Payable,319013.33,303822.22,0.0,0.0,15191.11,15191.11,Paid,2025-07-28,0.0,ACC-7876,Pending review,2025-11-01 19:53:42
"Agate, Aggarwal and Mukhopadhyay",190MZHRUPFLF1ZR,INV-00565,2025-08-21,Receivable,148106.44,141053.75,0.0,0.0,7052.69,7052.69,Paid,2025-09-20,1481.06,ACC-2678,Approved,2025-11-01 19:53:42
Patil-Lata,27DKS4F6APFX1ZV,INV-00566,2025-03-16,Receivable,363841.25,346515.48,8662.89,8662.89,0.0,17325.77,Partial,2025-03-25,0.0,ACC-9664,Pending review,2025-11-01 19:53:42
Goel-Brar,299I8KCMM7DB1ZF,INV-00567,2025-04-08,Receivable,302327.77,269935.51,16196.13,16196.13,0.0,32392.26,Paid,2025-05-08,0.0,ACC-7746,Verified,2025-11-01 19:53:42
Dewan-Banerjee,296YWK5JRNJ61ZZ,INV-00568,2024-09-02,Receivable,484108.63,432239.85,0.0,0.0,51868.78,51868.78,Unpaid,2024-09-15,0.0,ACC-1058,Pending review,2025-11-01 19:53:42
Dar Inc,07FQ293EP0FL1ZF,INV-00569,2025-09-28,Payable,234417.05,198658.52,17879.26,17879.26,0.0,35758.53,Partial,2025-10-16,2344.17,ACC-5558,,2025-11-01 19:53:42
"Thaker, Bhandari and Uppal",09R9VWE77NTT2ZR,INV-00570,2025-06-02,Receivable,527984.72,412488.06,0.0,0.0,115496.66,115496.66,Unpaid,2025-06-27,5279.85,ACC-2833,Pending review,2025-11-01 19:53:42
"Shukla, Srinivas and Hayer",19ZS13HDNH4N2ZE,INV-00571,2024-10-27,Receivable,46247.65,39192.92,3527.36,3527.36,0.0,7054.73,Partial,2024-11-20,462.48,ACC-3224,,2025-11-01 19:53:42
"Basu, Dhaliwal and Hayer",29KF486I3CE84ZE,INV-00572,2025-03-13,Payable,472588.72,369209.94,51689.39,51689.39,0.0,103378.78,Unpaid,2025-03-22,4725.89,ACC-1348,,2025-11-01 19:53:42
"Sengupta, Ranganathan and Deep",27ZXC45BNCCU2ZE,INV-00573,2025-09-27,Payable,111314.57,99388.01,5963.28,5963.28,0.0,11926.56,Paid,2025-10-22,0.0,ACC-5439,Verified,2025-11-01 19:53:42
Shanker-Nagy,09OM2ZKF5B1S1ZM,INV-00574,2025-04-05,Payable,439235.51,343152.74,48041.39,48041.39,0.0,96082.77,Unpaid,2025-04-12,4392.36,ACC-9564,Verified,2025-11-01 19:53:42
Lanka and Sons,19SZPF9S9EHW1ZM,INV-00575,2024-12-04,Receivable,433678.8,413027.43,10325.68,10325.68,0.0,20651.37,Paid,2024-12-22,0.0,ACC-6884,Pending review,2025-11-01 19:53:42
"Vala, Venkatesh and Naidu",09LX3F2XHDCV2ZA,INV-00576,2025-01-01,Payable,155695.47,148281.4,0.0,0.0,7414.07,7414.07,Paid,2025-01-14,0.0,ACC-8780,,2025-11-01 19:53:42
Borah Ltd,29V1LTWBJ9UU2ZB,INV-00577,2024-09-25,Payable,193690.32,164144.34,0.0,0.0,29545.98,29545.98,Unpaid,2024-09-29,0.0,ACC-1138,Verified,2025-11-01 19:53:42
Bera and Sons,0718SLOMEYL64ZD,INV-00578,2025-05-16,Payable,454352.89,405672.22,0.0,0.0,48680.67,48680.67,Unpaid,2025-05-23,4543.53,ACC-7867,Verified,2025-11-01 19:53:42
"Bhagat, Vala and Dora",192R5BFYCW8I1ZZ,INV-00579,2025-08-15,Payable,370236.01,330567.87,19834.07,19834.07,0.0,39668.14,Partial,2025-08-20,0.0,ACC-6712,Approved,2025-11-01 19:53:42
Date LLC,092MM4P61NHV1ZE,INV-00580,2025-06-18,Payable,406549.67,317616.93,0.0,0.0,88932.74,88932.74,Paid,2025-07-18,0.0,ACC-3791,Pending review,2025-11-01 19:53:42
"Dhar, Rana and Ahuja",27F5T82DDL7F2ZS,INV-00581,2025-03-06,Payable,192308.08,183150.55,0.0,0.0,9157.53,9157.53,Partial,2025-03-08,1923.08,ACC-6834,,2025-11-01 19:53:42
"Buch, Koshy and Pillai",241JRJ5XFEUB2ZM,INV-00582,2025-03-29,Receivable,481522.13,429930.47,25795.83,25795.83,0.0,51591.66,Paid,2025-03-30,0.0,ACC-5579,Verified,2025-11-01 19:53:42
Lad-Lalla,07SWLDOQ59B91ZX,INV-00583,2025-01-04,Payable,370518.96,352875.2,0.0,0.0,17643.76,17643.76,Paid,2025-01-27,3705.19,ACC-5458,Verified,2025-11-01 19:53:42
Bhakta-Wagle,27KFOCNQDQX62ZD,INV-00584,2024-10-14,Payable,103250.65,98333.95,2458.35,2458.35,0.0,4916.7,Paid,2024-10-23,0.0,ACC-4935,Verified,2025-11-01 19:53:42
Sabharwal Ltd,09HLL9RZRKBF2ZE,INV-00585,2025-07-25,Payable,120330.39,114600.37,2865.01,2865.01,0.0,5730.02,Partial,2025-08-10,1203.3,ACC-6071,Verified,2025-11-01 19:53:42
Patel PLC,277NPRB58YJW1ZE,INV-00586,2024-10-06,Payable,151424.29,144213.61,3605.34,3605.34,0.0,7210.68,Paid,2024-10-31,0.0,ACC-8628,Verified,2025-11-01 19:53:42
Sarkar Group,24QPH6GB6P8K1ZL,INV-00587,2025-04-03,Receivable,275515.93,245996.37,14759.78,14759.78,0.0,29519.56,Paid,2025-04-27,0.0,ACC-5190,,2025-11-01 19:53:42
Rai and Sons,076U3U6H0UFX4ZX,INV-00588,2025-09-13,Payable,387693.64,369232.04,0.0,0.0,18461.6,18461.6,Paid,2025-09-19,0.0,ACC-9126,Approved,2025-11-01 19:53:42
Zacharia and Sons,097RL2YJ09744ZO,INV-00589,2025-07-25,Payable,509285.89,485034.18,0.0,0.0,24251.71,24251.71,Paid,2025-08-04,0.0,ACC-4505,Pending review,2025-11-01 19:53:42
Bhandari-Khare,290GZ1VHHGY82ZL,INV-00590,2024-09-09,Receivable,186384.29,157952.79,0.0,0.0,28431.5,28431.5,Paid,2024-09-13,1863.84,ACC-1845,Verified,2025-11-01 19:53:42
Kurian-Bakshi,24R9OM3P9M7Q2ZF,INV-00591,2025-06-11,Payable,385916.15,301496.99,42209.58,42209.58,0.0,84419.16,Unpaid,2025-06-24,3859.16,ACC-2625,,2025-11-01 19:53:42
"Sachdeva, Wason and Sibal",074YPKW7493D4ZA,INV-00592,2025-07-13,Payable,490269.58,466923.41,11673.08,11673.08,0.0,23346.17,Paid,2025-07-29,0.0,ACC-9948,,2025-11-01 19:53:42
Bala Group,2417DPUBKPIQ2ZD,INV-00593,2024-12-10,Receivable,451088.28,429607.89,10740.19,10740.19,0.0,21480.39,Partial,2024-12-31,0.0,ACC-3481,Verified,2025-11-01 19:53:42
Tailor Ltd,09O3Z0ANIK5J2ZV,INV-00594,2025-01-02,Payable,15407.62,12037.2,0.0,0.0,3370.42,3370.42,Partial,2025-01-13,154.08,ACC-4873,,2025-11-01 19:53:42
Boase Ltd,27A24S0LGUPU2ZG,INV-00595,2025-07-13,Receivable,342061.48,325772.84,8144.32,8144.32,0.0,16288.64,Partial,2025-07-18,0.0,ACC-6904,Pending review,2025-11-01 19:53:42
"Parsa, Bhandari and Doshi",297O0OLFIZEE4ZZ,INV-00596,2025-03-20,Receivable,499240.37,423085.06,0.0,0.0,76155.31,76155.31,Partial,2025-04-08,0.0,ACC-6553,,2025-11-01 19:53:42
Dhawan and Sons,07HDPWVBZ7CN4ZX,INV-00597,2024-11-06,Receivable,580410.08,491872.95,0.0,0.0,88537.13,88537.13,Partial,2024-11-17,0.0,ACC-2569,,2025-11-01 19:53:42
"Amble, Kuruvilla and Chopra",29XHG403NJBC1ZU,INV-00598,2024-09-12,Payable,338949.89,322809.42,0.0,0.0,16140.47,16140.47,Paid,2024-09-23,3389.5,ACC-1201,Verified,2025-11-01 19:53:42
"Rege, Sastry and Narain",097EFJGC46HD1ZN,INV-00599,2024-10-08,Receivable,260813.14,248393.47,0.0,0.0,12419.67,12419.67,Paid,2024-10-28,0.0,ACC-4104,Verified,2025-11-01 19:53:42
"Aggarwal, Ram and Issac",24P6WQFK6XW41ZK,INV-00600,2025-02-25,Receivable,259472.21,247116.39,0.0,0.0,12355.82,12355.82,Paid,2025-03-03,0.0,ACC-4345,,2025-11-01 19:53:42
Suri Inc,1907GBASF5EH2ZE,INV-00601,2024-12-22,Payable,56993.38,50886.95,3053.22,3053.22,0.0,6106.43,Partial,2025-01-08,0.0,ACC-2238,,2025-11-01 19:53:42
Kant PLC,07R8MTK0RSOG1ZG,INV-00602,2025-08-18,Receivable,500977.89,424557.53,38210.18,38210.18,0.0,76420.36,Paid,2025-08-24,0.0,ACC-5159,Approved,2025-11-01 19:53:42
"Oak, Vyas and Grewal",27V1L28R5P034ZD,INV-00603,2025-07-08,Receivable,221415.57,197692.47,11861.55,11861.55,0.0,23723.1,Partial,2025-07-22,2214.16,ACC-9126,Verified,2025-11-01 19:53:42
Swaminathan LLC,0763Q68JOV584ZL,INV-00604,2025-03-23,Payable,27631.05,24670.58,1480.23,1480.23,0.0,2960.47,Partial,2025-04-18,276.31,ACC-2120,,2025-11-01 19:53:42
Venkatesh LLC,092MCXN2ELAL2ZS,INV-00605,2025-02-12,Payable,472903.78,450384.55,11259.61,11259.61,0.0,22519.23,Unpaid,2025-02-21,0.0,ACC-7669,Verified,2025-11-01 19:53:42
"Rajagopal, Gopal and Chhabra",07VSDKV54C6P2ZK,INV-00606,2025-02-11,Payable,112448.39,107093.7,2677.34,2677.34,0.0,5354.69,Paid,2025-03-08,0.0,ACC-3158,Pending review,2025-11-01 19:53:42
Nayar and Sons,09BJEQVVIAA24ZA,INV-00607,2025-04-25,Receivable,191154.24,149339.25,0.0,0.0,41814.99,41814.99,Paid,2025-04-28,1911.54,ACC-1252,Pending review,2025-11-01 19:53:42
Shanker-Tiwari,197BXCD20J1O4ZY,INV-00608,2025-02-08,Receivable,264569.67,251971.11,6299.28,6299.28,0.0,12598.56,Paid,2025-02-15,2645.7,ACC-5421,Verified,2025-11-01 19:53:42
Roy Group,07ZQ48ENWBBA1ZK,INV-00609,2025-08-19,Payable,408670.25,364884.15,0.0,0.0,43786.1,43786.1,Partial,2025-09-18,4086.7,ACC-1278,Approved,2025-11-01 19:53:42
"Malhotra, Iyer and Mani",27G6N6975J2D2ZC,INV-00610,2025-01-14,Receivable,219355.14,171371.2,23991.97,23991.97,0.0,47983.94,Partial,2025-02-10,0.0,ACC-8773,Pending review,2025-11-01 19:53:42
Chahal-Shanker,24GEQE5158OQ1ZQ,INV-00611,2025-05-29,Receivable,163656.31,127856.49,17899.91,17899.91,0.0,35799.82,Partial,2025-05-30,0.0,ACC-3992,,2025-11-01 19:53:42
Dhawan-Dara,07L0IJKCU5X01ZW,INV-00612,2024-10-10,Receivable,59930.57,46820.76,0.0,0.0,13109.81,13109.81,Unpaid,2024-10-14,0.0,ACC-3138,,2025-11-01 19:53:42
Aggarwal Ltd,29AH3GDHVS412ZW,INV-00613,2025-04-21,Receivable,347646.37,331091.78,0.0,0.0,16554.59,16554.59,Paid,2025-05-12,0.0,ACC-5916,Verified,2025-11-01 19:53:42
Sahni-Solanki,297NQWHOCPY84ZU,INV-00614,2024-10-23,Payable,86280.57,82171.97,0.0,0.0,4108.6,4108.6,Unpaid,2024-11-04,862.81,ACC-6883,Approved,2025-11-01 19:53:42
Choudhry PLC,29AQJRTMETMH2ZQ,INV-00615,2025-04-09,Payable,271828.35,258884.14,6472.1,6472.1,0.0,12944.21,Unpaid,2025-04-11,0.0,ACC-2741,Verified,2025-11-01 19:53:42
Chandra-Butala,07NBN7GGGJVS1ZV,INV-00616,2024-09-26,Receivable,343044.43,326708.98,0.0,0.0,16335.45,16335.45,Partial,2024-10-15,3430.44,ACC-2489,Pending review,2025-11-01 19:53:42
